name,x,y
p34,184.0,0.0
p340,497.0,800.0
p341,492.0,800.0
p342,486.0,800.0
p343,481.0,800.0
p344,475.0,800.0
p345,469.0,800.0
p346,464.0,800.0
p347,458.0,800.0
p348,453.0,800.0
p349,447.0,800.0
p35,190.0,0.0
p350,441.0,800.0
p351,436.0,800.0
p352,430.0,800.0
p353,425.0,800.0
p354,419.0,800.0
p355,413.0,800.0
p356,408.0,800.0
p357,402.0,800.0
p358,397.0,800.0
p359,391.0,800.0
p36,195.0,0.0
p360,386.0,800.0
p361,380.0,800.0
p362,374.0,800.0
p363,369.0,800.0
p364,363.0,800.0
p365,358.0,800.0
p366,352.0,800.0
p367,346.0,800.0
p368,341.0,800.0
p369,335.0,800.0
p37,201.0,0.0
p370,330.0,800.0
p371,324.0,800.0
p372,318.0,800.0
p373,313.0,800.0
p374,307.0,800.0
p375,302.0,800.0
p376,296.0,800.0
p377,290.0,800.0
p378,285.0,800.0
p379,279.0,800.0
p38,206.0,0.0
p380,274.0,800.0
p381,268.0,800.0
p382,262.0,800.0
p383,257.0,800.0
p384,251.0,800.0
p385,246.0,800.0
p386,240.0,800.0
p387,234.0,800.0
p388,229.0,800.0
p389,223.0,800.0
p39,212.0,0.0
p390,218.0,800.0
p391,212.0,800.0
p392,206.0,800.0
p393,201.0,800.0
p394,195.0,800.0
p395,190.0,800.0
p396,184.0,800.0
p397,179.0,800.0
p398,173.0,800.0
p399,167.0,800.0
p4,16.0,0.0
p40,218.0,0.0
p400,162.0,800.0
p401,156.0,800.0
p402,151.0,800.0
p403,145.0,800.0
p404,139.0,800.0
p405,134.0,800.0
p406,128.0,800.0
p407,123.0,800.0
p408,117.0,800.0
p409,111.0,800.0
p41,223.0,0.0
p410,106.0,800.0
p411,100.0,800.0
p412,95.0,800.0
p413,89.0,800.0
p414,83.0,800.0
p415,78.0,800.0
p416,72.0,800.0
p417,67.0,800.0
p418,61.0,800.0
p419,55.0,800.0
p42,229.0,0.0
p420,50.0,800.0
p421,44.0,800.0
p422,39.0,800.0
p423,33.0,800.0
p424,27.0,800.0
p425,22.0,800.0
p426,16.0,800.0
p427,11.0,800.0
p428,5.0,800.0
p429,0.0,800.0
p43,234.0,0.0
p430,0.0,794.0
p431,0.0,788.0
p432,0.0,783.0
p433,0.0,777.0
p434,0.0,772.0
p435,0.0,766.0
p436,0.0,760.0
p437,0.0,755.0
p438,0.0,749.0
p439,0.0,744.0
p44,240.0,0.0
p440,0.0,738.0
p441,0.0,732.0
p442,0.0,727.0
p443,0.0,721.0
p444,0.0,716.0
p445,0.0,710.0
p446,0.0,704.0
p447,0.0,699.0
p448,0.0,693.0
p449,0.0,688.0
p45,246.0,0.0
p450,0.0,682.0
p451,0.0,676.0
p452,0.0,671.0
p453,0.0,665.0
p454,0.0,660.0
p455,0.0,654.0
p456,0.0,648.0
p457,0.0,643.0
p458,0.0,637.0
p459,0.0,632.0
p46,251.0,0.0
p460,0.0,626.0
p461,0.0,620.0
p462,0.0,615.0
p463,0.0,609.0
p464,0.0,604.0
p465,0.0,598.0
p466,0.0,593.0
p467,0.0,587.0
p468,0.0,581.0
p469,0.0,576.0
p47,257.0,0.0
p470,0.0,570.0
p471,0.0,565.0
p472,0.0,559.0
p473,0.0,553.0
p474,0.0,548.0
p475,0.0,542.0
p476,0.0,537.0
p477,0.0,531.0
p478,0.0,525.0
p479,0.0,520.0
p48,262.0,0.0
p480,0.0,514.0
p481,0.0,509.0
p482,0.0,503.0
p483,0.0,497.0
p484,0.0,492.0
p485,0.0,486.0
p486,0.0,481.0
p487,0.0,475.0
p488,0.0,469.0
p489,0.0,464.0
p49,268.0,0.0
p490,0.0,458.0
p491,0.0,453.0
p492,0.0,447.0
p493,0.0,441.0
p494,0.0,436.0
p495,0.0,430.0
p496,0.0,425.0
p497,0.0,419.0
p498,0.0,413.0
p499,0.0,408.0
p5,22.0,0.0
p50,274.0,0.0
p500,0.0,402.0
p501,0.0,397.0
p502,0.0,391.0
p503,0.0,386.0
p504,0.0,380.0
p505,0.0,374.0
p506,0.0,369.0
p507,0.0,363.0
p508,0.0,358.0
p509,0.0,352.0
p51,279.0,0.0
p510,0.0,346.0
p511,0.0,341.0
p512,0.0,335.0
p513,0.0,330.0
p514,0.0,324.0
p515,0.0,318.0
p516,0.0,313.0
p517,0.0,307.0
p518,0.0,302.0
p519,0.0,296.0
p52,285.0,0.0
p520,0.0,290.0
p521,0.0,285.0
p522,0.0,279.0
p523,0.0,274.0
p524,0.0,268.0
p525,0.0,262.0
p526,0.0,257.0
p527,0.0,251.0
p528,0.0,246.0
p529,0.0,240.0
p53,290.0,0.0
p530,0.0,234.0
p531,0.0,229.0
p532,0.0,223.0
p533,0.0,218.0
p534,0.0,212.0
p535,0.0,206.0
p536,0.0,201.0
p537,0.0,195.0
p538,0.0,190.0
p539,0.0,184.0
p54,296.0,0.0
p540,0.0,179.0
p541,0.0,173.0
p542,0.0,167.0
p543,0.0,162.0
p544,0.0,156.0
p545,0.0,151.0
p546,0.0,145.0
p547,0.0,139.0
p548,0.0,134.0
p549,0.0,128.0
p55,302.0,0.0
p550,0.0,123.0
p551,0.0,117.0
p552,0.0,111.0
p553,0.0,106.0
p554,0.0,100.0
p555,0.0,95.0
p556,0.0,89.0
p557,0.0,83.0
p558,0.0,78.0
p559,0.0,72.0
p56,307.0,0.0
p560,0.0,67.0
p561,0.0,61.0
p562,0.0,55.0
p563,0.0,50.0
p564,0.0,44.0
p565,0.0,39.0
p566,0.0,33.0
p567,0.0,27.0
p568,0.0,22.0
p569,0.0,16.0
p57,313.0,0.0
p58,318.0,0.0
p59,324.0,0.0
p6,27.0,0.0
p60,330.0,0.0
p61,335.0,0.0
p62,341.0,0.0
p63,346.0,0.0
p64,352.0,0.0
p65,358.0,0.0
p66,363.0,0.0
p67,369.0,0.0
p68,374.0,0.0
p69,380.0,0.0
p7,33.0,0.0
p70,386.0,0.0
p71,391.0,0.0
p72,397.0,0.0
p73,402.0,0.0
p74,408.0,0.0
p75,413.0,0.0
p76,419.0,0.0
p77,425.0,0.0
p78,430.0,0.0
p79,436.0,0.0
p8,39.0,0.0
p80,441.0,0.0
p81,447.0,0.0
p82,453.0,0.0
p83,458.0,0.0
p84,464.0,0.0
p85,469.0,0.0
p86,475.0,0.0
p87,481.0,0.0
p88,486.0,0.0
p89,492.0,0.0
p9,44.0,0.0
p90,497.0,0.0
p91,503.0,0.0
p92,509.0,0.0
p93,514.0,0.0
p94,520.0,0.0
p95,525.0,0.0
p96,531.0,0.0
p97,537.0,0.0
p98,542.0,0.0
p99,548.0,0.0
