name,x,y
p36,198.0,0.0
p360,357.0,800.0
p361,351.0,800.0
p362,346.0,800.0
p363,340.0,800.0
p364,334.0,800.0
p365,329.0,800.0
p366,323.0,800.0
p367,317.0,800.0
p368,312.0,800.0
p369,306.0,800.0
p37,204.0,0.0
p370,300.0,800.0
p371,295.0,800.0
p372,289.0,800.0
p373,283.0,800.0
p374,278.0,800.0
p375,272.0,800.0
p376,266.0,800.0
p377,260.0,800.0
p378,255.0,800.0
p379,249.0,800.0
p38,209.0,0.0
p380,243.0,800.0
p381,238.0,800.0
p382,232.0,800.0
p383,226.0,800.0
p384,221.0,800.0
p385,215.0,800.0
p386,209.0,800.0
p387,204.0,800.0
p388,198.0,800.0
p389,192.0,800.0
p39,215.0,0.0
p390,187.0,800.0
p391,181.0,800.0
p392,175.0,800.0
p393,170.0,800.0
p394,164.0,800.0
p395,158.0,800.0
p396,153.0,800.0
p397,147.0,800.0
p398,141.0,800.0
p399,136.0,800.0
p4,17.0,0.0
p40,221.0,0.0
p400,130.0,800.0
p401,124.0,800.0
p402,119.0,800.0
p403,113.0,800.0
p404,107.0,800.0
p405,102.0,800.0
p406,96.0,800.0
p407,90.0,800.0
p408,85.0,800.0
p409,79.0,800.0
p41,226.0,0.0
p410,73.0,800.0
p411,68.0,800.0
p412,62.0,800.0
p413,56.0,800.0
p414,51.0,800.0
p415,45.0,800.0
p416,39.0,800.0
p417,34.0,800.0
p418,28.0,800.0
p419,22.0,800.0
p42,232.0,0.0
p420,17.0,800.0
p421,11.0,800.0
p422,5.0,800.0
p423,0.0,800.0
p424,0.0,794.0
p425,0.0,788.0
p426,0.0,782.0
p427,0.0,777.0
p428,0.0,771.0
p429,0.0,765.0
p43,238.0,0.0
p430,0.0,760.0
p431,0.0,754.0
p432,0.0,748.0
p433,0.0,743.0
p434,0.0,737.0
p435,0.0,731.0
p436,0.0,726.0
p437,0.0,720.0
p438,0.0,714.0
p439,0.0,709.0
p44,243.0,0.0
p440,0.0,703.0
p441,0.0,697.0
p442,0.0,692.0
p443,0.0,686.0
p444,0.0,680.0
p445,0.0,675.0
p446,0.0,669.0
p447,0.0,663.0
p448,0.0,658.0
p449,0.0,652.0
p45,249.0,0.0
p450,0.0,646.0
p451,0.0,641.0
p452,0.0,635.0
p453,0.0,629.0
p454,0.0,624.0
p455,0.0,618.0
p456,0.0,612.0
p457,0.0,607.0
p458,0.0,601.0
p459,0.0,595.0
p46,255.0,0.0
p460,0.0,590.0
p461,0.0,584.0
p462,0.0,578.0
p463,0.0,573.0
p464,0.0,567.0
p465,0.0,561.0
p466,0.0,556.0
p467,0.0,550.0
p468,0.0,544.0
p469,0.0,539.0
p47,260.0,0.0
p470,0.0,533.0
p471,0.0,527.0
p472,0.0,521.0
p473,0.0,516.0
p474,0.0,510.0
p475,0.0,504.0
p476,0.0,499.0
p477,0.0,493.0
p478,0.0,487.0
p479,0.0,482.0
p48,266.0,0.0
p480,0.0,476.0
p481,0.0,470.0
p482,0.0,465.0
p483,0.0,459.0
p484,0.0,453.0
p485,0.0,448.0
p486,0.0,442.0
p487,0.0,436.0
p488,0.0,431.0
p489,0.0,425.0
p49,272.0,0.0
p490,0.0,419.0
p491,0.0,414.0
p492,0.0,408.0
p493,0.0,402.0
p494,0.0,397.0
p495,0.0,391.0
p496,0.0,385.0
p497,0.0,380.0
p498,0.0,374.0
p499,0.0,368.0
p5,22.0,0.0
p50,278.0,0.0
p500,0.0,363.0
p501,0.0,357.0
p502,0.0,351.0
p503,0.0,346.0
p504,0.0,340.0
p505,0.0,334.0
p506,0.0,329.0
p507,0.0,323.0
p508,0.0,317.0
p509,0.0,312.0
p51,283.0,0.0
p510,0.0,306.0
p511,0.0,300.0
p512,0.0,295.0
p513,0.0,289.0
p514,0.0,283.0
p515,0.0,278.0
p516,0.0,272.0
p517,0.0,266.0
p518,0.0,260.0
p519,0.0,255.0
p52,289.0,0.0
p520,0.0,249.0
p521,0.0,243.0
p522,0.0,238.0
p523,0.0,232.0
p524,0.0,226.0
p525,0.0,221.0
p526,0.0,215.0
p527,0.0,209.0
p528,0.0,204.0
p529,0.0,198.0
p53,295.0,0.0
p530,0.0,192.0
p531,0.0,187.0
p532,0.0,181.0
p533,0.0,175.0
p534,0.0,170.0
p535,0.0,164.0
p536,0.0,158.0
p537,0.0,153.0
p538,0.0,147.0
p539,0.0,141.0
p54,300.0,0.0
p540,0.0,136.0
p541,0.0,130.0
p542,0.0,124.0
p543,0.0,119.0
p544,0.0,113.0
p545,0.0,107.0
p546,0.0,102.0
p547,0.0,96.0
p548,0.0,90.0
p549,0.0,85.0
p55,306.0,0.0
p550,0.0,79.0
p551,0.0,73.0
p552,0.0,68.0
p553,0.0,62.0
p554,0.0,56.0
p555,0.0,51.0
p556,0.0,45.0
p557,0.0,39.0
p558,0.0,34.0
p559,0.0,28.0
p56,312.0,0.0
p560,0.0,22.0
p561,0.0,17.0
p562,0.0,11.0
p563,0.0,5.0
p564,0.0,0.0
p57,317.0,0.0
p58,323.0,0.0
p59,329.0,0.0
p6,28.0,0.0
p60,334.0,0.0
p61,340.0,0.0
p62,346.0,0.0
p63,351.0,0.0
p64,357.0,0.0
p65,363.0,0.0
p66,368.0,0.0
p67,374.0,0.0
p68,380.0,0.0
p69,385.0,0.0
p7,34.0,0.0
p70,391.0,0.0
p71,397.0,0.0
p72,402.0,0.0
p73,408.0,0.0
p74,414.0,0.0
p75,419.0,0.0
p76,425.0,0.0
p77,431.0,0.0
p78,436.0,0.0
p79,442.0,0.0
p8,39.0,0.0
p80,448.0,0.0
p81,453.0,0.0
p82,459.0,0.0
p83,465.0,0.0
p84,470.0,0.0
p85,476.0,0.0
p86,482.0,0.0
p87,487.0,0.0
p88,493.0,0.0
p89,499.0,0.0
p9,45.0,0.0
p90,504.0,0.0
p91,510.0,0.0
p92,516.0,0.0
p93,521.0,0.0
p94,527.0,0.0
p95,533.0,0.0
p96,539.0,0.0
p97,544.0,0.0
p98,550.0,0.0
p99,556.0,0.0
